raw_row_id,office_id,office_name,office_street_address,office_city,office_state,office_zip_code,office_phone_number,empl_id,employee_first_name,employee_last_name,employee_job_title,employment_type,hire_date,employee_email,employee_phone_number,license_id,license_eff_date,license_exp_date,license_state,client_id,client_first_name,client_last_name,client_corp_name,client_tax_id,client_phone_number,client_email,client_type,client_req_id,req_state,req_city,req_zip_code,req_property_type_id,req_property_type_name,req_bedrooms,req_bathrooms,amenity_id,amenity_name,unit_id,property_zip_code,unit_number,building_number,property_street,property_city,property_state,property_county,property_type_id,property_type_name,listing_id,listing_price,listing_status,appointment_id,appointment_date,appointment_time,appointment_notes,appointment_status,transaction_id,transaction_amount,transaction_commission,transaction_date,transaction_type,client_role,open_house_id,open_house_date,open_house_time,neighborhood_zip_code,neighborhood_name,school_id,school_name,school_street,school_city,school_state,school_county,school_zip_code,station_id,transit_type
99,4,Princeton Office,55 Nassau St,princeton,NJ,8542,6095551414,22,Trey,Kane,Agent,FT,11/18/19,treykane@dreamhomesnyc.com,6095550022,1022,11/18/19,11/18/21,NJ,73,Paul,Roe,,,5551730073,paul.roe73@email.com,Individual,1098,NJ,NEW YORK,8542,5,Co-op,1,1,6,Laundry,66,8542,,770,Mercer St,Princeton,NJ,Mercer,5,Co-op,66,1386657,Closed,99,4/20/26,9:00,First showing,Canceled,,,,,,,,,,8542,Princeton Center,4,Princeton High,151 Moore St,Princeton,NJ,Mercer,8542,4,train
100,5,Chelsea Office,456 8th Ave,New York,NY,10001,(212) 555-1515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,212-555-0027,1027,4/1/24,4/1/26,NY,153,,,Blue Peak LLC,74-1000153,5552530153,deals153@bluepeakllc.com,Corporation,1099,NY,New York,10001,3,Apartment,4,1,4,Elevator,81,10001,,807,8th Ave,New York,NY,New York,3,Apartment,81,4696,Active,100,4/21/26,10:30,First showing,Canceled,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,train
101,8,Stamford Office,300 Atlantic St,STAMFORD,CT,6901,2035551818,47,Jaylah,Hodges,Agent,PT,12/14/23,jaylahhodges@dreamhomesnyc.com,2035550047,1047,12/14/23,12/14/25,CT,16,Miles,Bailey,,,5551160016,miles.bailey16@email.com,Individual,1100,CT,HOBOKEN,10001,3,Apartment,2,2,6,Laundry,129,6901,,846,Atlantic St,Stamford,CT,Fairfield,3,Apartment,129,5949,Active,101,4/22/26,17:15,family interested in schools,scheduled,101,5742.42,450.09,3/12/26,rental,renter,,,,6901,Downtown Stamford,8,Stamford HS,55 Strawberry Hill Ave,Stamford,CT,Fairfield,6901,8,train
102,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919,51,Jakob,Calhoun,Agent,FT,4/22/20,jakobcalhoun@dreamhomesnyc.com,2035550051,1051,4/22/20,4/22/22,CT,52,Leo,Ng,,,5551520052,leo.ng52@email.com,Individual,1101,NY,Greenwich,10601,2,House,4,3,6,Laundry,149,6830,12A,36,Greenwich Ave,Greenwich,CT,Fairfield,1,Condo,149,3085670,Pending,102,4/23/26,12:00,price sensitive,Scheduled,,,,,,,,,,6830,Greenwich Ave,9,Greenwich High,10 Hillside Rd,Greenwich,CT,Fairfield,6830,9,bus
103,5,Chelsea Office,456 8th Ave,New York,NY,10001,(212) 555-1515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,212-555-0027,1027,4/1/24,4/1/26,NY,164,Tara,Ross,,,5552640164,tara.ross164@email.com,Individual,1102,NY,New York,10001,1,Condo,1,3,5,Doorman,78,10001,20A,235,W 26th St,New York,NY,New York,1,Condo,78,1217229,Active,103,4/24/26,17:15,First showing,Canceled,103,1229625.7,28903.15,3/14/26,sale,seller,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,subway
104,6,Brooklyn Heights Office,200 Montague Street,Brooklyn,NY,11201,7185551616,33,Charlie,Colon,Agent,FT,10/13/23,charliecolon@dreamhomesnyc.com,7185550033,1033,10/13/23,10/13/25,NY,36,Noah,Flores,,,5551360036,noah.flores36@email.com,Individual,1103,NY,Brooklyn,11201,3,Apartment,2,1,1,Gym,100,11201,22A,382,Joralemon St,Brooklyn,NY,Kings,4,Townhouse,100,560998,Closed,104,4/25/26,13:30,virtual tour,Canceled,,,,,,,,,,11201,Brooklyn Heights,6,Brooklyn Heights Prep,50 Court St,Brooklyn,NY,Kings,11201,6,subway
105,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,3,Hana,Mora,Agent,FT,4/7/21,hanamora@dreamhomesnyc.com,2015550003,1003,4/7/21,4/7/23,NJ,98,Mia,Lee,,,5551980098,mia.lee98@email.com,Individual,1104,NY,Hoboken,6510,4,Townhouse,4,1,,,11,7030,,931,Washington St,Hoboken,NJ,Hudson,4,Townhouse,11,885612,Pending,,,,,,105,875346.18,26154.23,3/16/26,sale,buyer,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,subway
106,3,Montclair Office,18 Bloomfield Ave,MONTCLAIR,NJ,7042,9735551313,16,Wesson,Yates,Agent,FT,5/6/20,wessonyates@dreamhomesnyc.com,9735550016,1016,5/6/20,5/6/22,NJ,102,,,Pine Street Ventures,23-1000102,5552020102,deals102@pinestreetventures,Corporation,1105,NY,MONTCLAIR,7042,5,Co-op,1,3,1,Gym,49,7042,,677,Park St,Montclair,NJ,Essex,5,Co-op,49,1115611,Active,106,4/27/26,9:00,price sensitive,completed,,,,,,,,,,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
107,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,38,Abner,Booth,Senior Agent,FT,3/23/21,abnerbooth@dreamhomesnyc.com,9145550038,1038,3/23/21,3/23/23,NY,117,Bella,Foster,,,5552170117,bella.foster117@email.com,Individual,1106,NY,Princeton,7302,2,House,4,1,4,Elevator,116,10601,,851,Main St,White Plains,NY,Westchester,2,House,116,933020,Closed,107,4/28/26,9:00,commuting buyer,completed,,,,,,,107,4/7/26,14:00,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,train
108,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,2125550027,1027,4/1/24,4/1/26,NY,169,Ava,Roe,,,5552690169,ava.roe169@email.com,Individual,1107,NJ,Montclair,7030,3,Apartment,2,2,2,Pool,86,10001,10B,93,W 28th St,New York,NY,New York,3,Apartment,86,5685,Pending,108,4/29/26,12:00,First showing,scheduled,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,bus
109,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919,50,Esther,McMahon,Senior Agent,FT,3/20/19,esthermcmahon@dreamhomesnyc.com,2035550050,1050,3/20/19,3/20/21,CT,56,Ethan,Chen,,,5551560056,ethan.chen56@email.com,Individual,1108,CT,Greenwich,6830,3,Apartment,3,1,5,Doorman,156,6830,19B,35,Mason St,Greenwich,CT,Fairfield,3,Apartment,156,6556,Active,,,,,,109,6349.38,177.96,3/20/26,rental,renter,109,4/9/26,11:00,6830,Greenwich Ave,9,Greenwich High,10 Hillside Rd,Greenwich,CT,Fairfield,6830,9,train
110,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,25,Olive,Knight,Manager,FT,2/24/22,oliveknight@dreamhomesnyc.com,2125550025,,,,,28,Dylan,Ng,,,5551280028,dylan.ng28@email.com,Individual,1109,NY,New York,6510,3,Apartment,4,3,6,Laundry,85,10001,27B,391,W 26th St,New York,NY,New York,3,Apartment,85,7978,Withdrawn,110,5/1/26,9:00,follow-up,Canceled,110,8143.76,233.33,3/21/26,sale,seller,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,train
111,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,38,Abner,Booth,Senior Agent,FT,3/23/21,abnerbooth@dreamhomesnyc.com,9145550038,1038,3/23/21,3/23/23,NY,178,Dylan,Lopez,,,5552780178,dylan.lopez178@email.com,Individual,1110,NY,White Plains,10601,2,House,3,1,,,121,10601,,15,Main St,White Plains,NY,Westchester,2,House,121,1177273,Active,111,5/2/26,17:15,investor inquiry,scheduled,,,,,,,,,,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,ferry
112,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,(201) 555-1212,9,Kamari,Leblanc,Agent,FT,10/19/20,kamarileblanc@dreamhomesnyc.com,201-555-0009,1009,10/19/20,10/19/22,NJ,128,Mia,Chen,,,5552280128,mia.chen128@email.com,Individual,1111,NJ,Jersey City,7302,1,Condo,3,1,1,Gym,34,7302,14B,276,Grand St,Jersey City,NJ,Hudson,1,Condo,34,1498207,Active,112,5/3/26,9:00,family interested in schools,completed,,,,,,,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,bus
113,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818,44,August,Walsh,Senior Agent,FT,9/8/20,augustwalsh@dreamhomesnyc.com,2035550044,1044,9/8/20,9/8/22,CT,3,Lina,Patel,,,5551030003,lina.patel3@email.com,Individual,1112,CT,New York,10001,1,Condo,3,2,4,Elevator,144,6901,32B,729,Atlantic St,Stamford,CT,Fairfield,1,Condo,144,1497196,Closed,113,5/4/26,15:00,First showing,Completed,113,1519720.23,44705.76,3/24/26,sale,seller,,,,6901,Downtown Stamford,8,Stamford HS,55 Strawberry Hill Ave,Stamford,CT,Fairfield,6901,8,bus
114,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020,57,Shepherd,Clark,Agent,FT,10/7/19,shepherdclark@dreamhomesnyc.com,2035550057,1057,10/7/19,10/7/21,CT,40,Ivy,Bailey,,,5551400040,ivy.bailey40@email.com,Individual,1113,CT,Greenwich,6901,4,Townhouse,4,1,3,Parking,166,6510,19B,561,Chapel St,New Haven,CT,New Haven,5,Co-op,166,611805,Active,114,5/5/26,9:00,family interested in schools,completed,,,,,,,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,bus
115,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111,3,Hana,Mora,Agent,FT,4/7/21,hanamora@dreamhomesnyc.com,2015550003,1003,4/7/21,4/7/23,NJ,8,Mia,Chen,,,5551080008,mia.chen8@email.com,Individual,1114,NJ,HOBOKEN,7030,5,Co-op,3,2,3,Parking,17,7030,,93,Hudson St,Hoboken,NJ,Hudson,5,Co-op,17,923432,Active,115,5/6/26,12:00,First showing,Canceled,,,,,,,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,bus
116,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414,23,Ellianna,Nixon,Agent,PT,12/20/20,elliannanixon@dreamhomesnyc.com,6095550023,1023,12/20/20,12/20/22,NJ,45,Leah,Foster,,,5551450045,leah.foster45@email.com,Individual,1115,NJ,Princeton,6901,5,Co-op,2,3,,,56,8542,10B,942,Witherspoon St,Princeton,NJ,Mercer,5,Co-op,56,1510014,Withdrawn,116,5/7/26,12:00,price sensitive,scheduled,,,,,,,,,,8542,Princeton Center,4,Princeton High,151 Moore St,Princeton,NJ,Mercer,8542,4,subway
117,1,Hoboken Office,123 River St,Hoboken,NJ,7030,(201) 555-1111,4,Arturo,Russell,Agent,FT,5/9/22,arturorussell@dreamhomesnyc.com,201-555-0004,1004,5/9/22,5/9/24,NJ,183,Lina,Morris,,,5552830183,lina.morris183@email.com,Individual,1116,NJ,Hoboken,6510,3,Apartment,2,1,1,Gym,10,7030,18A,845,River St,Hoboken,NJ,Hudson,4,Townhouse,10,1226510,Withdrawn,117,5/8/26,12:00,family interested in schools,Canceled,117,1184552.4,31381.24,3/28/26,sale,seller,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,ferry
118,3,MONTCLAIR OFFICE,18 Bloomfield Ave,Montclair,NJ,7042,9735551313,15,Zaylee,Trejo,Agent,FT,4/4/19,zayleetrejo@dreamhomesnyc.com,9735550015,1015,4/4/19,4/4/21,NJ,4,Chris,Ng,,,5551040004,chris.ng4@email.com,Individual,1117,CT,Montclair,7042,2,House,2,2,2,Pool,41,7042,,323,Valley Rd,Montclair,NJ,Essex,2,House,41,960455,Active,118,5/9/26,12:00,late showing,completed,,,,,,,118,4/18/26,14:00,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
119,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,5,Raelynn,Singh,Agent,PT,6/11/23,raelynnsingh@dreamhomesnyc.com,2015550005,1005,6/11/23,6/11/25,NJ,101,Ryan,Garcia,,,5552010101,ryan.garcia101@email.com,Individual,1118,NJ,Hoboken,7030,4,Townhouse,3,2,6,Laundry,14,7030,,442,River St,Hoboken,NJ,Hudson,2,House,14,729046,Active,,,,,,119,745850.92,21057.77,3/30/26,sale,buyer,119,4/19/26,14:00,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,subway
120,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,2125550027,1027,4/1/24,4/1/26,NY,182,Mark,Hall,,,5552820182,mark.hall182@email.com,Individual,1119,NY,New York,10001,5,Co-op,2,2,,,80,10001,,830,W 28th St,New York,NY,New York,2,House,80,1830559,Closed,,,,repeat row,,120,1801042.35,41406.39,3/31/26,sale,buyer,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,bus
121,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,29,Reese,Chapman,Agent,PT,6/5/19,reesechapman@dreamhomesnyc.com,2125550029,1029,6/5/19,6/5/21,NY,148,Dylan,Ng,,,5552480148,dylan.ng148@email.com,Individual,1120,NY,New York,7302,3,Apartment,4,1,4,Elevator,73,10001,22A,986,8th Ave,New York,NY,New York,3,Apartment,73,3601,Active,121,4/2/26,10:30,price sensitive,scheduled,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,train
122,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,40,Blaine,McKinney,Agent,FT,5/27/23,blainemckinney@dreamhomesnyc.com,9145550040,1040,5/27/23,5/27/25,NY,88,,,Acme Holdings,98-1000088,5551880088,deals88@acmeholdings,Corporation,1121,NY,White Plains,7302,5,Co-op,2,1,,,112,10601,,913,Hamilton Ave,White Plains,NY,Westchester,2,House,112,704110,Active,122,4/3/26,12:00,commuting buyer,Scheduled,,,,,,,,,,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,ferry
123,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,2125550027,1027,4/1/24,4/1/26,NY,170,,,Metro Holdings,91-1000170,5552700170,deals170@metroholdings,Corporation,1122,NY,New York,10001,5,Co-op,4,1,3,Parking,84,10001,39B,677,8th Ave,New York,NY,New York,5,Co-op,84,356902,Pending,123,4/4/26,15:00,virtual tour,Completed,123,363671.82,9000.16,4/3/26,sale,seller,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,subway
124,2,Jersey City Office,90 Hudson Street,Jersey City,NJ,7302,2015551212,10,Braden,Cross,Agent,FT,11/21/21,bradencross@dreamhomesnyc.com,2015550010,1010,11/21/21,11/21/23,NJ,157,Sophia,Reed,,,5552570157,sophia.reed157@email.com,Individual,1123,NY,New York,7302,1,Condo,1,3,,,23,7302,8A,368,Grand St,Jersey City,NJ,Hudson,4,Townhouse,23,1044207,Withdrawn,124,4/5/26,13:30,commuting buyer,Canceled,,,,,,,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,subway
125,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020,57,Shepherd,Clark,Agent,FT,10/7/19,shepherdclark@dreamhomesnyc.com,2035550057,1057,10/7/19,10/7/21,CT,36,Noah,Flores,,,5551360036,noah.flores36@email.com,Individual,1124,CT,NEW HAVEN,10601,2,House,4,1,6,Laundry,170,6510,11B,715,Chapel St,New Haven,CT,New Haven,2,House,170,1005993,Active,,,,,,,,,,,,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,train
126,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,42,Mohammed,Phillips,Transaction Coordinator,FT,7/4/18,mohammedphillips@dreamhomesnyc.com,9145550042,,,,,155,Eva,Scott,,,5552550155,eva.scott155@email.com,Individual,1125,CT,White Plains,10601,2,House,2,2,,,117,10601,,541,Mamaroneck Ave,White Plains,NY,Westchester,2,House,117,858955,Active,126,4/7/26,17:15,family interested in schools,completed,126,879046.65,23578.35,4/6/26,sale,buyer,,,,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,ferry
127,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616,33,Charlie,Colon,Agent,FT,10/13/23,charliecolon@dreamhomesnyc.com,7185550033,1033,10/13/23,10/13/25,NY,124,Chris,Ng,,,5552240124,chris.ng124@email.com,Individual,1126,NJ,Brooklyn,10001,4,Townhouse,1,3,6,Laundry,95,11201,,904,Court St,Brooklyn,NY,Kings,4,Townhouse,95,561682,Pending,127,4/8/26,17:15,follow-up,completed,,,,,,,,,,11201,Brooklyn Heights,6,Brooklyn Heights Prep,50 Court St,Brooklyn,NY,Kings,11201,6,ferry
128,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818,46,Darius,Beasley,Agent,FT,11/12/22,dariusbeasley@dreamhomesnyc.com,2035550046,1046,11/12/22,11/12/24,CT,117,Bella,Foster,,,5552170117,bella.foster117@email.com,Individual,1127,CT,Stamford,10601,1,Condo,2,2,,,137,6901,,226,Atlantic St,Stamford,CT,Fairfield,1,Condo,137,1174475,Active,128,4/9/26,15:00,investor inquiry,Scheduled,,,,,,,,,,6901,Downtown Stamford,8,Stamford HS,55 Strawberry Hill Ave,Stamford,CT,Fairfield,6901,8,bus
129,10,New Haven Office,275 Chapel St,New Haven,CT,6510,(203) 555-2020,60,Jasmine,Nava,Transaction Coordinator,FT,1/13/22,jasminenava@dreamhomesnyc.com,203-555-0060,,,,,160,Ivy,Bailey,,,5552600160,ivy.bailey160@email.com,Individual,1128,CT,New Haven,6510,3,Apartment,2,2,1,Gym,169,6510,,858,Orange St,New Haven,CT,New Haven,3,Apartment,169,3894,Active,129,4/10/26,15:00,price sensitive,completed,,,,,,,,,,6510,Downtown New Haven,10,Hillhouse HS,480 Sherman Pkwy,New Haven,CT,New Haven,6510,10,train
130,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414,20,Harlem,Good,Senior Agent,FT,9/14/24,harlemgood@dreamhomesnyc.com,6095550020,1020,9/14/24,9/14/26,NJ,125,Eva,Garcia,,,5552250125,eva.garcia125@email.com,Individual,1129,NJ,Princeton,8542,2,House,3,1,4,Elevator,67,8542,4B,933,Mercer St,Princeton,NJ,Mercer,5,Co-op,67,992253,Active,130,4/11/26,13:30,price sensitive,Completed,,,,,,,,,,8542,Princeton Center,4,Princeton High,151 Moore St,Princeton,NJ,Mercer,8542,4,bus
131,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212,9,Kamari,Leblanc,Agent,FT,10/19/20,kamarileblanc@dreamhomesnyc.com,2015550009,1009,10/19/20,10/19/22,NJ,119,,,Atlas Property Group,40-1000119,5552190119,deals119@atlaspropertygroup.com,Corporation,1130,NJ,Jersey City,6830,5,Co-op,4,2,1,Gym,30,7302,31B,466,Grove St,Jersey City,NJ,Hudson,5,Co-op,30,959249,Active,131,4/12/26,13:30,commuting buyer,Canceled,,,,,,,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,bus
132,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818,46,Darius,Beasley,Agent,FT,11/12/22,dariusbeasley@dreamhomesnyc.com,2035550046,1046,11/12/22,11/12/24,CT,111,Zoe,Morris,,,5552110111,zoe.morris111@email.com,Individual,1131,CT,New York,6901,1,Condo,1,2,6,Laundry,137,6901,,226,Atlantic St,Stamford,CT,Fairfield,1,Condo,137,1174475,Active,132,4/13/26,17:15,family interested in schools,completed,132,1176970.82,28070.02,4/12/26,sale,buyer,,,,6901,Downtown Stamford,8,Stamford HS,55 Strawberry Hill Ave,Stamford,CT,Fairfield,6901,8,bus
133,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,3,Hana,Mora,Agent,FT,4/7/21,hanamora@dreamhomesnyc.com,2015550003,1003,4/7/21,4/7/23,NJ,135,Leah,Morris,,,5552350135,leah.morris135@email.com,Individual,1132,NJ,Hoboken,7030,2,House,1,1,,,4,7030,7B,801,Hudson St,Hoboken,NJ,Hudson,2,House,4,1125435,Pending,,,,,,133,1136620.13,36029.1,4/13/26,rental,owner,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,bus
134,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616,35,Allison,Chung,Agent,PT,12/17/18,allisonchung@dreamhomesnyc.com,7185550035,1035,12/17/18,12/17/20,NY,166,Miles,Cole,,,5552660166,miles.cole166@email.com,Individual,1133,NY,Jersey City,10001,3,Apartment,4,1,4,Elevator,97,11201,,965,Court St,Brooklyn,NY,Kings,3,Apartment,97,3619,Closed,134,4/15/26,17:15,late showing,Canceled,134,3464.83,234.71,4/14/26,rental,renter,,,,11201,Brooklyn Heights,6,Brooklyn Heights Prep,50 Court St,Brooklyn,NY,Kings,11201,6,ferry
135,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414,20,Harlem,Good,Senior Agent,FT,9/14/24,harlemgood@dreamhomesnyc.com,6095550020,1020,9/14/24,9/14/26,NJ,18,Caleb,Ward,,,5551180018,caleb.ward18@email.com,Individual,1134,NJ,New Haven,8542,1,Condo,1,1,1,Gym,68,8542,7A,859,Mercer St,Princeton,NJ,Mercer,1,Condo,68,2049864,Closed,,,,,,,,,,,,135,5/5/26,11:00,8542,Princeton Center,4,Princeton High,151 Moore St,Princeton,NJ,Mercer,8542,4,subway
136,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717,41,Gwendolyn,Bridges,Agent,PT,6/2/24,gwendolynbridges@dreamhomesnyc.com,9145550041,1041,6/2/24,6/2/26,NY,128,Mia,Chen,,,5552280128,mia.chen128@email.com,Individual,1135,NY,White Plains,10601,4,Townhouse,4,2,,,115,10601,,845,Mamaroneck Ave,White Plains,NY,Westchester,4,Townhouse,115,997643,Active,136,4/17/26,13:30,commuting buyer,Scheduled,,,,,,,136,5/6/26,14:00,10601,Downtown White Plains,7,White Plains HS,550 North St,White Plains,NY,Westchester,10601,7,train
137,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515,27,Alani,Stone,Agent,FT,4/1/24,alanistone@dreamhomesnyc.com,2125550027,1027,4/1/24,4/1/26,NY,103,Paul,Allen,,,5552030103,paul.allen103@email.com,Individual,1136,NY,Jersey City,10001,3,Apartment,1,2,5,Doorman,86,10001,10B,93,W 28th St,New York,NY,New York,3,Apartment,86,5685,Pending,137,4/18/26,13:30,family interested in schools,canceled,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,bus
138,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212,10,Braden,Cross,Agent,FT,11/21/21,bradencross@dreamhomesnyc.com,2015550010,1010,11/21/21,11/21/23,NJ,189,Owen,Foster,,,5552890189,owen.foster189@email.com,Individual,1137,NJ,Jersey City,7302,2,House,2,2,5,Doorman,22,7302,6A,895,Grove St,Jersey City,NJ,Hudson,2,House,22,1048321,Closed,,,,,,,,,,,,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,subway
139,5,Chelsea Office,456 8th Ave,new york,NY,10001,2125551515,26,Beckett,Delgado,Senior Agent,FT,3/26/23,beckettdelgado@dreamhomesnyc.com,2125550026,1026,3/26/23,3/26/25,NY,185,Eva,Cooper,,,5552850185,eva.cooper185@email.com,Individual,1138,NY,NEW YORK,6830,5,Co-op,4,3,1,Gym,87,10001,,105,W 28th St,New York,NY,New York,5,Co-op,87,901589,Active,139,4/20/26,13:30,First showing,scheduled,,,,,,,,,,10001,Chelsea,5,PS 33,281 9th Ave,New York,NY,New York,10001,5,bus
140,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111,3,Hana,Mora,Agent,FT,4/7/21,hanamora@dreamhomesnyc.com,2015550003,1003,4/7/21,4/7/23,NJ,13,Paul,Reed,,,5551130013,paul.reed13@email.com,Individual,1139,NJ,Hoboken,7030,2,House,1,1,,,4,7030,7B,801,Hudson St,Hoboken,NJ,Hudson,2,House,4,1125435,Pending,140,4/21/26,12:00,commuting buyer,Canceled,140,1127199.63,29976.9,3/6/26,sale,seller,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,bus
141,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111,2,Bronson,McCullough,Senior Agent,FT,3/5/20,bronsonmccullough@dreamhomesnyc.com,2015550002,1002,3/5/20,3/5/22,NJ,86,Ethan,Hall,,,5551860086,ethan.hall86@email.com,Individual,1140,NJ,HOBOKEN,7042,1,Condo,3,1,1,Gym,12,7030,,937,River St,Hoboken,NJ,Hudson,1,Condo,12,942004,Closed,,,,,,,,,,,,,,,7030,Hoboken,1,Hoboken High,800 Clinton St,Hoboken,NJ,Hudson,7030,1,subway
142,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212,9,Kamari,Leblanc,Agent,FT,10/19/20,kamarileblanc@dreamhomesnyc.com,2015550009,1009,10/19/20,10/19/22,NJ,46,Miles,Cole,,,5551460046,miles.cole46@email.com,Individual,1141,CT,New York,7302,4,Townhouse,4,1,4,Elevator,21,7302,19A,46,Grand St,Jersey City,NJ,Hudson,5,Co-op,21,743860,Closed,142,4/23/26,10:30,First showing,completed,142,732694.58,21707.71,3/8/26,sale,seller,,,,7302,Downtown JC,2,PS 16,96 Sussex St,Jersey City,NJ,Hudson,7302,2,ferry
143,3,Montclair Office,18 Bloomfield Ave,montclair,NJ,7042,9735551313,17,Charley,Houston,Agent,PT,6/8/21,charleyhouston@dreamhomesnyc.com,9735550017,1017,6/8/21,6/8/23,NJ,136,,,Acme Holdings,57-1000136,5552360136,deals136@acmeholdings,Corporation,1142,CT,MONTCLAIR,6830,4,Townhouse,2,1,6,Laundry,50,7042,,720,Park St,Montclair,NJ,Essex,4,Townhouse,50,638479,Closed,,,,,,,,,,,,,,,7042,Upper Montclair,3,Montclair High,100 Chestnut St,Montclair,NJ,Essex,7042,3,ferry
