raw_expense_row_id,invoice_number,expense_date,amount,notes,exp_category_id,expense_category,approver_empl_id,approver_first_name,approver_last_name,approver_job_title,approver_email,approver_phone_number,office_id,office_name,office_street_address,office_city,office_state,office_zip_code,office_phone_number
127,20127,2026-03-28,4373.62,Photography flyers,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,212-555-1515
128,20128,2026-03-29,2994.7,Spring digital ads,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,718-555-1616
129,20129,2026-03-30,682.09,Neighborhood mailers,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
130,20130,2026-03-31,2469.4,Electric bill,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
131,20131,2026-04-01,2445.52,Electric bill,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,WHITE PLAINS,NY,10601,9145551717
132,20132,2026-04-02,169.46,Conference room cables,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
133,20133,2026-04-03,484.98,MLS premium placement,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
134,20134,2026-04-04,6998.12,Shared workspace fee,5,Rent,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
135,20135,2026-04-05,206.97,broker event promo,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,WHITE PLAINS OFFICE,10 Main St,White Plains,NY,10601,9145551717
136,20136,2026-04-06,4842.44,Spring digital ads,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
137,20137,2026-04-07,5850.67,storage room lease,5,Rent,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
138,20138,2026-04-08,1902.59,HVAC tune up,2,Maintenance,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St.,Hoboken,NJ,7030,2015551111
139,20139,2026-04-09,4317.23,Spring digital ads,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,GREENWICH,CT,6830,2035551919
140,20140,2026-04-10,1092.52,Carpet cleaning,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
141,20141,2026-04-11,3706.83,Paint touch-up,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
142,20142,2026-04-12,1304.78,Carpet cleaning,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
143,20143,2026-04-13,1865.43,HVAC tune up,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St.,White Plains,NY,10601,9145551717
144,20144,2026-04-14,1585.82,hvac tune up,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
145,20145,2026-04-15,4410.51,shared workspace fee,5,Rent,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,HOBOKEN OFFICE,123 River St,Hoboken,NJ,7030,2015551111
146,20146,2026-04-16,6282.7,Storage room lease,5,Rent,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
147,20147,2026-04-17,870.64,desk chairs,4,Office Supplies,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,PRINCETON OFFICE,55 Nassau St,Princeton,NJ,8542,6095551414
148,20148,2026-04-18,2640.29,Paint touch-up,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,203-555-2020
149,20149,2026-04-19,4023.42,HVAC tune up,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,PRINCETON,NJ,8542,6095551414
150,20150,2026-03-01,4183.2,HVAC tune up,2,Maintenance,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111
151,20151,2026-03-02,69.95,Electric bill,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,PRINCETON,NJ,8542,6095551414
152,20152,2026-03-03,2101.86,Electric bill,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
153,20153,2026-03-04,1067.21,Printer toner,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
154,20154,2026-03-05,988.61,MLS premium placement,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,BROOKLYN,NY,11201,7185551616
155,20155,2026-03-06,499.24,Water delivery,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
156,20156,2026-03-07,341.76,Internet overage,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,STAMFORD,CT,6901,2035551818
157,20157,2026-03-08,998.81,Gas service,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
158,20158,2026-03-09,1850.84,Paint touch-up,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,PRINCETON,NJ,8542,6095551414
159,20159,2026-03-10,4014.64,photography flyers,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,STAMFORD OFFICE,300 Atlantic St,Stamford,CT,6901,2035551818
160,20160,2026-03-11,2269.79,Light bulbs,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
161,20161,2026-03-12,3823.28,HVAC tune up,2,Maintenance,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
162,20162,2026-03-13,661.53,Breakroom supplies,4,Office Supplies,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
163,20163,2026-03-14,4174.93,Broker event promo,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,NEW YORK,NY,10001,2125551515
164,20164,2026-03-15,1798.92,paint touch-up,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
165,20165,2026-03-16,940.46,Printer toner,4,Office Supplies,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,718-555-1616
166,20166,2026-03-17,2507.74,Broker event promo,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
167,20167,2026-03-18,523.48,Paint touch-up,2,Maintenance,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
168,20168,2026-03-19,3827.1,Window repair,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
169,20169,2026-03-20,1152.81,electric bill,1,Utilities,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,BROOKLYN HEIGHTS OFFICE,200 Montague St,Brooklyn,NY,11201,7185551616
170,20170,2026-03-21,625.71,MLS premium placement,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
171,20171,2026-03-22,623.79,Desk chairs,4,Office Supplies,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,609-555-1414
172,20172,2026-03-23,1868.58,Electric bill,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
173,20173,2026-03-24,4194.77,Window repair,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,203-555-2020
174,20174,2026-03-25,166.63,conference room cables,4,Office Supplies,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
175,20175,2026-03-26,313.84,Paper order,4,Office Supplies,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
176,20176,2026-03-27,1823.41,Water delivery,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,609-555-1414
177,20177,2026-03-28,174,Conference room cables,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
178,20178,2026-03-29,990,Paper order,4,Office Supplies,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
179,20179,2026-03-30,996.82,Paint touch-up,2,Maintenance,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,NEW YORK,NY,10001,2125551515
180,20180,2026-03-31,3336.15,light bulbs,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
181,20181,2026-04-01,2689.99,Photography flyers,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
182,20182,2026-04-02,476.11,Spring digital ads,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,BROOKLYN,NY,11201,7185551616
183,20183,2026-04-03,2990.39,Window repair,2,Maintenance,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
184,20184,2026-04-04,3695.57,Light bulbs,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
185,20185,2026-04-05,1688.71,electric bill,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,PRINCETON OFFICE,55 Nassau St,Princeton,NJ,8542,6095551414
186,20186,2026-04-06,4310.12,Shared workspace fee,5,Rent,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,JERSEY CITY,NJ,7302,2015551212
187,20187,2026-04-07,2033.3,Office snacks,1,Utilities,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,HOBOKEN,NJ,7030,2015551111
188,20188,2026-04-08,1466.66,MLS premium placement,3,Marketing,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
189,20189,2026-04-09,178.03,Printer toner,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
190,20190,2026-04-10,1284.05,MLS premium placement,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
191,20191,2026-04-11,2126.26,Water delivery,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
192,20192,2026-04-12,428.19,paint touch-up,2,Maintenance,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,CHELSEA OFFICE,456 8th Ave,New York,NY,10001,2125551515
193,20193,2026-04-13,3932.39,Carpet cleaning,2,Maintenance,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
194,20194,2026-04-14,10936.05,Storage room lease,5,Rent,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St.,White Plains,NY,10601,9145551717
195,20195,2026-04-15,2890.79,Paint touch-up,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
196,20196,2026-04-16,1140.27,gas service,1,Utilities,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,CHELSEA OFFICE,456 8th Ave,New York,NY,10001,2125551515
197,20197,2026-04-17,1382.7,Internet overage,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,WHITE PLAINS,NY,10601,9145551717
198,20198,2026-04-18,10132.07,Shared workspace fee,5,Rent,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
199,20199,2026-04-19,1600.23,HVAC tune up,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St.,White Plains,NY,10601,9145551717
200,20200,2026-03-01,2390.34,Paint touch-up,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
201,20201,2026-03-02,853.27,Paper order,4,Office Supplies,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
202,20202,2026-03-03,1957.67,MLS premium placement,3,Marketing,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,201-555-1212
203,20203,2026-03-04,691.99,Breakroom supplies,4,Office Supplies,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,NEW YORK,NY,10001,2125551515
204,20204,2026-03-05,2371.17,Carpet cleaning,2,Maintenance,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,NEW YORK,NY,10001,2125551515
205,20205,2026-03-06,3759.42,Monthly branch rent,5,Rent,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
206,20206,2026-03-07,3091.52,Spring digital ads,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
207,20207,2026-03-08,159.01,Conference room cables,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
208,20208,2026-03-09,2283.9,Neighborhood mailers,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,914-555-1717
209,20209,2026-03-10,4081.96,Spring digital ads,3,Marketing,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
210,20210,2026-03-11,490.43,breakroom supplies,4,Office Supplies,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,JERSEY CITY OFFICE,90 Hudson St,Jersey City,NJ,7302,2015551212
211,20211,2026-03-12,21.15,Conference room cables,4,Office Supplies,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St.,Hoboken,NJ,7030,2015551111
212,20212,2026-03-13,560.27,MLS premium placement,3,Marketing,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,Hoboken Office,123 River St,Hoboken,NJ,7030,2015551111
213,20213,2026-03-14,584.5,Photography flyers,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St.,White Plains,NY,10601,9145551717
214,20214,2026-03-15,8957.62,Monthly branch rent,5,Rent,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,GREENWICH,CT,6830,2035551919
215,20215,2026-03-16,2533.16,Window repair,2,Maintenance,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,NEW YORK,NY,10001,2125551515
216,20216,2026-03-17,89.82,Gas service,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
217,20217,2026-03-18,2437.63,Electric bill,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,NEW HAVEN,CT,6510,2035552020
218,20218,2026-03-19,6170.7,Monthly branch rent,5,Rent,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
219,20219,2026-03-20,2214.84,Electric bill,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
220,20220,2026-03-21,2177.74,Window repair,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
221,20221,2026-03-22,230.3,internet overage,1,Utilities,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,WHITE PLAINS OFFICE,10 Main St,White Plains,NY,10601,9145551717
222,20222,2026-03-23,1052.71,Electric bill,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,203-555-2020
223,20223,2026-03-24,4193.6,Broker event promo,3,Marketing,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St.,Princeton,NJ,8542,6095551414
224,20224,2026-03-25,2174.93,gas service,1,Utilities,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
225,20225,2026-03-26,1832.66,MLS premium placement,3,Marketing,29,Reese,Chapman,Agent,reesechapman@dreamhomesnyc.com,2125550029,5,Chelsea Office,456 8th Ave,New York,NY,10001,2125551515
226,20226,2026-03-27,229.12,Desk chairs,4,Office Supplies,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,609-555-1414
227,20227,2026-03-28,2051.16,Gas service,1,Utilities,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St.,New Haven,CT,6510,2035552020
228,20228,2026-03-29,7905.36,Monthly branch rent,5,Rent,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St.,White Plains,NY,10601,9145551717
229,20229,2026-03-30,1496.36,HVAC tune up,2,Maintenance,11,Nayeli,Robertson,Agent,nayelirobertson@dreamhomesnyc.com,2015550011,2,Jersey City Office,90 Hudson St,Jersey City,NJ,7302,2015551212
230,20230,2026-03-31,2143.69,Neighborhood mailers,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,2035551919
231,20231,2026-04-01,1146.77,Conference room cables,4,Office Supplies,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St.,Brooklyn,NY,11201,7185551616
232,20232,2026-04-02,2391.58,electric bill,1,Utilities,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
233,20233,2026-04-03,2299.18,Office snacks,1,Utilities,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,Greenwich Office,40 Field Point Rd,Greenwich,CT,6830,203-555-1919
234,20234,2026-04-04,2318.75,Spring digital ads,3,Marketing,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
235,20235,2026-04-05,794.94,Conference room cables,4,Office Supplies,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
236,20236,2026-04-06,4872.12,MLS premium placement,3,Marketing,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,New Haven Office,275 Chapel St,New Haven,CT,6510,2035552020
237,20237,2026-04-07,3558.1,paint touch-up,2,Maintenance,59,Sergio,Harrison,Agent,sergioharrison@dreamhomesnyc.com,2035550059,10,NEW HAVEN OFFICE,275 Chapel St,New Haven,CT,6510,2035552020
238,20238,2026-04-08,2113.25,spring digital ads,3,Marketing,52,Thalia,Sierra,Agent,thaliasierra@dreamhomesnyc.com,203-555-0052,9,GREENWICH OFFICE,40 Field Point Rd,Greenwich,CT,6830,2035551919
239,20239,2026-04-09,2619.19,light bulbs,2,Maintenance,2,Bronson,McCullough,Senior Agent,bronsonmccullough@dreamhomesnyc.com,2015550002,1,HOBOKEN OFFICE,123 River St,Hoboken,NJ,7030,2015551111
240,20240,2026-04-10,1950.97,Internet overage,1,Utilities,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
241,20241,2026-04-11,2155.76,water delivery,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,STAMFORD OFFICE,300 Atlantic St,Stamford,CT,6901,2035551818
242,20242,2026-04-12,4527.29,Photography flyers,3,Marketing,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,914-555-1717
243,20243,2026-04-13,872.46,Breakroom supplies,4,Office Supplies,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,BROOKLYN,NY,11201,7185551616
244,20244,2026-04-14,2246.07,HVAC tune up,2,Maintenance,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,9145551717
245,20245,2026-04-15,7661.87,Shared workspace fee,5,Rent,32,Titan,Griffin,Senior Agent,titangriffin@dreamhomesnyc.com,7185550032,6,Brooklyn Heights Office,200 Montague St,Brooklyn,NY,11201,7185551616
246,20246,2026-04-16,851.73,Light bulbs,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St.,Stamford,CT,6901,2035551818
247,20247,2026-04-17,3582.49,Photography flyers,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
248,20248,2026-04-18,791.74,Internet overage,1,Utilities,23,Ellianna,Nixon,Agent,elliannanixon@dreamhomesnyc.com,609-555-0023,4,Princeton Office,55 Nassau St,Princeton,NJ,8542,6095551414
249,20249,2026-04-19,984.7,Conference room cables,4,Office Supplies,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
250,20250,2026-03-01,1629.17,Electric bill,1,Utilities,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,2035551818
251,20251,2026-03-02,4750.28,MLS premium placement,3,Marketing,15,Zaylee,Trejo,Agent,zayleetrejo@dreamhomesnyc.com,9735550015,3,Montclair Office,18 Bloomfield Ave,Montclair,NJ,7042,9735551313
252,20252,2026-03-03,1021.47,Carpet cleaning,2,Maintenance,47,Jaylah,Hodges,Agent,jaylahhodges@dreamhomesnyc.com,2035550047,8,Stamford Office,300 Atlantic St,Stamford,CT,6901,203-555-1818
253,20253,2026-03-04,708.61,Paper order,4,Office Supplies,38,Abner,Booth,Senior Agent,abnerbooth@dreamhomesnyc.com,9145550038,7,White Plains Office,10 Main St,White Plains,NY,10601,914-555-1717
